City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,minbu,20.1833,94.8833,34.77,47,100,4.82,MM,1690269797
365,isla del bosque,22.7333,-105.85,26.97,87,100,0.8,MX,1690269797
366,o rosal,41.9354,-8.8368,17.53,81,1,3.65,ES,1690269798
367,chifeng,42.2683,118.9636,31.46,36,94,4.9,CN,1690269799
368,kailua-kona,19.6406,-155.9956,28.66,90,0,2.57,US,1690269799
369,cannonvale,-20.2833,148.7,19.66,86,76,9.47,AU,1690269800
370,nova olimpia,-14.7972,-57.2881,19.06,49,0,0.82,BR,1690269800
371,labuan,5.2767,115.2417,32.2,62,20,2.68,MY,1690269801
372,kudymkar,59.0173,54.656,20.52,53,7,2.88,RU,1690269802
373,zomba,-15.386,35.3188,21.94,41,4,1.15,MW,1690269803
374,colares,38.7992,-9.4469,19.97,76,20,7.2,PT,1690269804
375,jayrud,33.8074,36.7404,30.7,22,0,2.99,SY,1690269804
376,nuuk,64.1835,-51.7216,8.34,76,0,6.17,GL,1690269805
377,mandiana,10.6333,-8.6833,22.33,98,100,2.09,GN,1690269806
378,sao miguel do araguaia,-13.275,-50.1628,23.69,42,86,1.6,BR,1690269807
379,port hedland,-20.3167,118.5667,22.03,49,0,9.26,AU,1690269808
380,nogliki,51.8333,143.1667,15.34,88,100,4.99,RU,1690269808
381,nasiriyah,31.0521,46.261,43.24,6,0,2.95,IQ,1690269809
382,changji,44.0167,87.3167,34.44,27,0,4.0,CN,1690269810
383,zvishavane,-20.3267,30.0665,14.0,79,100,4.54,ZW,1690269810
384,brad,46.1333,22.7833,26.24,54,68,1.61,RO,1690269811
385,mananara,-16.1667,49.7667,24.24,71,99,1.36,MG,1690269812
386,deqen,29.9618,90.7188,15.27,69,92,3.15,CN,1690269812
387,copala,16.65,-98.9833,25.85,87,98,1.86,MX,1690269813
388,ankazoabo,-22.2833,44.5167,22.05,37,0,4.05,MG,1690269814
389,misasi,-3.0,33.0833,25.27,43,23,5.57,TZ,1690269814
390,ust'-barguzin,53.45,108.9833,15.01,98,100,1.26,RU,1690269815
391,vila velha,-20.3297,-40.2925,19.41,95,75,1.54,BR,1690269815
392,douentza,14.9951,-2.9517,28.94,56,11,1.97,ML,1690269816
393,ha'il,27.5219,41.6907,38.01,12,0,2.06,SA,1690269717
394,altamira,-3.2033,-52.2064,21.17,68,0,1.05,BR,1690269817
395,ingeniero guillermo n. juarez,-23.9,-61.85,14.89,58,100,2.92,AR,1690269818
396,okhotsk,59.3833,143.3,18.77,70,58,4.11,RU,1690269818
397,mitsamiouli,-11.3847,43.2844,29.16,54,20,5.14,KM,1690269819
398,sao vicente,-23.9631,-46.3919,22.37,26,7,1.74,BR,1690269820
399,san-pedro,4.7485,-6.6363,24.29,93,100,2.72,CI,1690269820
400,selfoss,63.9331,-20.9971,11.69,91,100,1.38,IS,1690269821
401,whangarei,-35.7317,174.3239,11.69,79,100,4.06,NZ,1690269822
402,tefe,-3.3542,-64.7114,22.93,63,12,0.82,BR,1690269822
403,trairi,-3.2778,-39.2689,23.39,86,31,4.0,BR,1690269524
404,pavlovsk,50.4578,40.1081,24.5,49,6,3.13,RU,1690269824
405,santa eularia des riu,38.9846,1.5341,28.5,79,20,2.06,ES,1690269825
406,andovoranto,-18.95,49.1,24.08,65,1,1.0,MG,1690269825
407,pirallahi,40.4723,50.333,27.08,81,24,13.99,AZ,1690269826
408,puerto lempira,15.2667,-83.7667,26.2,88,13,3.84,HN,1690269826
409,tsiombe,-25.3,45.4833,20.67,71,52,4.49,MG,1690269827
410,saguenay,48.4168,-71.0657,16.46,88,40,1.03,CA,1690269828
411,luau,-10.7073,22.2247,21.82,36,22,2.39,AO,1690269828
412,novyy urgal,51.0736,132.5642,21.6,92,95,2.54,RU,1690269829
413,mandi,31.7167,76.9167,26.46,73,100,2.34,IN,1690269829
414,kudat,6.8837,116.8477,31.96,66,20,6.26,MY,1690269830
415,san antonio de pale,-1.4014,5.6325,22.8,84,16,3.02,GQ,1690269830
416,uchiza,-8.4592,-76.4633,20.48,73,22,1.18,PE,1690269831
417,alterosa,-21.2492,-46.1431,15.51,85,60,0.78,BR,1690269832
418,escanaba,45.7453,-87.0646,15.98,82,75,2.57,US,1690269832
419,aldinga beach,-35.2793,138.4604,16.26,75,0,0.99,AU,1690269833
420,thomson,33.4707,-82.5046,22.47,94,0,0.0,US,1690269552
421,raisinghnagar,29.5358,73.4492,27.56,83,100,9.94,IN,1690269835
422,smithers,54.7804,-127.1743,13.18,94,100,3.09,CA,1690269835
423,kanda,33.7833,130.9833,28.0,94,75,3.6,JP,1690269836
424,huangmei,30.1924,116.025,31.99,70,100,2.27,CN,1690269836
425,kayangel,8.0823,134.7173,28.36,77,100,2.52,PW,1690269837
426,richards bay,-28.783,32.0377,16.89,67,84,0.85,ZA,1690269838
427,griffith,41.5284,-87.4237,22.16,91,0,0.0,US,1690269838
428,cradock,-32.1642,25.6192,9.3,39,7,2.53,ZA,1690269839
429,lamu,-2.2717,40.902,27.12,73,90,6.4,KE,1690269840
430,aljezur,37.3191,-8.8033,16.88,84,10,4.81,PT,1690269841
431,wainwright,52.839,-110.8572,20.3,52,41,5.22,CA,1690269841
432,kargopol',61.5071,38.9456,12.34,96,100,2.67,RU,1690269842
433,taltal,-25.4,-70.4833,14.39,86,100,1.0,CL,1690269842
434,rikaze,29.25,88.8833,20.37,39,34,0.68,CN,1690269843
435,vangviang,18.9333,102.45,34.54,48,100,1.62,LA,1690269844
436,la'ie,21.6477,-157.9253,26.98,84,63,6.98,US,1690269844
437,trenggalek,-8.05,111.7167,29.86,100,16,3.2,ID,1690269845
438,praia,14.9215,-23.5087,25.3,78,20,6.69,CV,1690269846
439,waspan,14.7419,-83.9717,24.08,92,7,1.5,NI,1690269735
440,ribeira brava,32.65,-17.0667,23.89,76,1,0.65,PT,1690269847
441,mbanza-ngungu,-5.25,14.8667,19.49,78,39,3.07,CD,1690269847
442,coruripe,-10.1256,-36.1756,22.03,83,6,2.2,BR,1690269848
443,zhangjiakou,40.81,114.8794,33.1,28,8,0.41,CN,1690269848
444,price,39.5994,-110.8107,23.59,31,0,4.12,US,1690269849
445,weno,7.4515,151.8468,28.97,84,100,1.54,FM,1690269850
446,aksu,41.1231,80.2644,33.13,24,100,6.16,CN,1690269850
447,pariaman,-0.619,100.12,31.03,64,99,2.85,ID,1690269763
448,westport,41.1415,-73.3579,24.48,88,20,3.6,US,1690269852
449,tirhanimine,35.2362,-3.9545,26.94,47,0,1.54,MA,1690269853
450,la cruz,23.9167,-106.9,27.75,81,100,1.34,MX,1690269854
451,verkhnevilyuysk,63.4453,120.3167,25.97,46,94,2.27,RU,1690269855
452,watsa,3.0372,29.5355,22.43,83,92,1.1,CD,1690269855
453,capitan bado,-23.2667,-55.5333,17.91,53,0,3.23,PY,1690269856
454,gusev,54.5922,22.1997,20.6,77,12,5.91,RU,1690269856
455,srivardhan,18.0333,73.0167,26.16,89,100,5.75,IN,1690269857
456,kurchatov,51.6601,35.6521,24.23,60,90,5.32,RU,1690269858
457,sharkan,57.2989,53.8712,20.31,60,99,3.14,RU,1690269858
458,lensk,60.7253,114.9278,32.47,27,90,1.74,RU,1690269859
459,catanduva,-21.1378,-48.9728,18.67,45,51,2.39,BR,1690269860
460,suncho corral,-27.9336,-63.4294,10.67,81,95,3.17,AR,1690269860
461,horki,54.2861,30.9842,19.09,80,100,4.75,BY,1690269861
462,inari,68.906,27.0288,10.11,96,100,3.96,FI,1690269861
463,ciudad constitucion,25.0369,-111.6644,26.88,47,5,2.49,MX,1690269863
464,coquimbo,-29.9533,-71.3436,11.85,93,0,3.09,CL,1690269582
465,susuman,62.7833,148.1667,21.0,52,100,1.34,RU,1690269864
466,acapulco de juarez,16.8634,-99.8901,27.9,83,75,1.54,MX,1690269650
467,kruisfontein,-34.0033,24.7314,10.12,51,0,1.85,ZA,1690269865
468,xilin hot,43.9667,116.0333,31.95,21,85,2.06,CN,1690269866
469,miyaly,48.8844,53.7836,24.42,67,100,4.62,KZ,1690269620
470,serenje,-13.2325,30.2352,20.1,45,5,4.69,ZM,1690269867
471,ar ruways,24.1103,52.7306,36.79,45,98,4.35,AE,1690269868
472,zhigalovo,54.8097,105.1578,24.83,50,100,2.06,RU,1690269868
473,mount gambier,-37.8333,140.7667,12.69,73,67,1.64,AU,1690269582
474,mahina,-17.5065,-149.489,26.87,83,40,4.63,PF,1690269870
475,howrah,22.5892,88.3103,33.0,70,75,4.12,IN,1690269870
476,saint croix,17.7397,-64.7388,27.25,78,0,6.69,VI,1690269871
477,callao,-12.0667,-77.15,21.16,68,75,4.63,PE,1690269871
478,letlhakeng,-24.0944,25.0298,17.96,30,79,5.9,BW,1690269872
479,east london,-33.0153,27.9116,12.52,66,0,2.06,ZA,1690269872
480,teotlaltzingo,19.2333,-98.4833,12.74,95,98,1.49,MX,1690269873
481,jiayuguan,39.8167,98.3,32.79,11,1,4.92,CN,1690269874
482,zhezqazghan,47.7833,67.7667,32.32,17,0,3.0,KZ,1690269874
483,fort bragg,35.139,-79.006,23.91,95,0,0.0,US,1690269875
484,puerto cabezas,14.0351,-83.3888,25.96,89,90,4.05,NI,1690269876
485,deori,21.45,82.6167,33.31,57,46,4.67,IN,1690269876
486,itamaraca,-7.7478,-34.8256,23.03,77,76,4.63,BR,1690269877
487,hailey,43.5196,-114.3153,18.27,77,0,3.6,US,1690269877
488,huntersville,35.4107,-80.8429,21.92,93,0,0.0,US,1690269878
489,richland center,43.3347,-90.3868,18.35,96,4,1.49,US,1690269878
490,pachelma,53.2443,43.3521,21.4,67,100,6.7,RU,1690269879
491,pemangkat,1.1667,108.9667,30.37,65,77,7.73,ID,1690269880
492,paramonga,-10.6667,-77.8333,19.8,82,79,3.74,PE,1690269880
493,mount isa,-20.7333,139.5,21.87,40,40,6.17,AU,1690269881
494,prince rupert,54.3161,-130.3201,13.83,98,75,1.54,CA,1690269811
495,labytnangi,66.6572,66.4183,23.53,62,100,4.47,RU,1690269882
496,welzheim,48.8768,9.6343,16.79,80,100,1.31,DE,1690269883
497,santana,-0.0583,-51.1817,24.1,100,0,1.54,BR,1690269623
498,pyhajarvi,67.0701,27.2176,14.38,80,99,2.85,FI,1690269884
499,eyl,7.9803,49.8164,30.48,47,15,13.91,SO,1690269884
500,murghob,38.1702,73.9667,17.04,29,100,0.67,TJ,1690269885
501,wajir,1.7471,40.0573,26.98,61,75,4.63,KE,1690269886
502,makokou,0.5738,12.8642,22.9,83,47,1.62,GA,1690269887
503,kolonia,50.9333,6.95,16.6,80,0,2.57,DE,1690269782
504,tabou,4.423,-7.3528,24.84,87,100,3.78,CI,1690269888
505,tromso,69.6496,18.957,16.88,77,0,1.03,NO,1690269889
506,kushima,31.4583,131.2333,29.69,72,99,3.34,JP,1690269889
507,mukalla,14.5425,49.1242,33.46,58,100,2.0,YE,1690269890
508,zalingei,12.9096,23.4741,26.75,61,100,1.61,SD,1690269890
509,shalkar,47.8288,59.6258,32.98,23,100,3.59,KZ,1690269891
510,marsh harbour,26.5412,-77.0636,29.12,72,92,2.9,BS,1690269892
511,xapuri,-10.6517,-68.5044,22.26,65,1,0.94,BR,1690269892
512,minas de marcona,-15.2119,-75.1103,11.99,89,16,4.05,PE,1690269893
513,tadmur,34.5608,38.2805,35.15,20,0,7.99,SY,1690269893
514,luwuk,-0.9516,122.7875,27.98,73,100,3.41,ID,1690269894
515,abha,18.2164,42.5053,29.9,13,0,7.2,SA,1690269894
516,itoman,26.1247,127.6694,32.43,68,75,8.23,JP,1690269895
517,salalah,17.0151,54.0924,27.05,89,100,3.6,OM,1690269896
518,revda,56.801,59.9303,21.12,53,11,4.02,RU,1690269896
519,achinsk,56.2694,90.4993,20.79,73,92,4.0,RU,1690269897
520,imbituba,-28.24,-48.6703,17.87,95,45,2.03,BR,1690269897
521,puerto armuelles,8.2833,-82.8667,27.83,70,100,1.34,PA,1690269898
522,karkira,36.9292,6.5856,31.24,44,55,3.39,DZ,1690269899
523,yaren,-0.5472,166.916,29.07,74,34,4.47,NR,1690269899
524,tarrafal,15.2833,-23.7667,25.44,83,100,5.63,CV,1690269900
525,sept-iles,50.2001,-66.3821,17.0,92,20,2.06,CA,1690269900
526,inarajan village,13.2736,144.7484,26.54,96,100,5.1,GU,1690269901
527,aginskoye,51.1,114.53,26.12,42,76,5.39,RU,1690269902
528,jackson,42.4165,-122.8345,21.93,53,0,2.06,US,1690269765
529,goito,45.2549,10.6721,22.72,92,100,3.08,IT,1690269903
530,suicheng,33.8963,117.9331,34.14,52,97,3.24,CN,1690269904
531,oppdal,62.5943,9.6912,10.85,89,100,1.88,NO,1690269737
532,puerto aysen,-45.4,-72.7,-0.44,99,95,0.64,CL,1690269905
533,panaba,21.2833,-88.2667,24.49,96,63,2.7,MX,1690269906
534,port augusta,-32.5,137.7667,17.82,47,0,1.73,AU,1690269907
535,dwarka,22.2394,68.9678,28.97,80,12,8.31,IN,1690269908
536,auki,-8.7676,160.7034,26.61,87,81,1.48,SB,1690269908
537,gornozavodsk,58.3758,58.3211,17.36,83,73,3.73,RU,1690269909
538,gemena,3.25,19.7667,24.37,85,32,1.8,CD,1690269910
539,augusto correa,-1.0217,-46.635,22.71,96,3,0.53,BR,1690269910
540,darwin,-12.4611,130.8418,24.99,22,0,2.57,AU,1690269911
541,beau vallon,-20.4189,57.6953,25.68,78,40,5.14,MU,1690269912
542,fada,9.5667,8.3,21.28,93,84,1.13,NG,1690269912
543,carrollton,32.9537,-96.8903,30.68,52,0,3.6,US,1690269832
544,deyang,31.1302,104.382,30.55,62,100,0.08,CN,1690269751
545,mobaye,4.319,21.1786,22.79,96,99,0.71,CF,1690269914
546,geraldton,-28.7667,114.6,17.23,67,100,2.06,AU,1690269915
547,capinota,-17.7167,-66.2333,8.67,46,0,0.69,BO,1690269915
548,gamawa,12.1343,10.5396,26.82,66,7,4.71,NG,1690269916
549,mont-laurier,46.5501,-75.4993,16.79,99,17,1.07,CA,1690269917
550,vila franca do campo,37.7167,-25.4333,21.23,87,37,2.48,PT,1690269917
551,east ballina,-28.8667,153.5833,16.0,63,1,5.04,AU,1690269918
552,gizo,-8.103,156.8419,26.48,84,100,8.41,SB,1690269919
553,kavaratti,10.5669,72.642,28.35,77,47,7.5,IN,1690269919
554,sheohar,26.5167,85.3,31.47,64,71,3.79,IN,1690269920
555,al qararah,31.3739,34.3409,30.37,65,0,4.62,PS,1690269920
556,vernon,50.2581,-119.2691,16.34,82,100,2.68,CA,1690269661
557,kyabe,9.4515,18.9449,25.79,83,98,1.76,TD,1690269921
558,tolanaro,-25.0319,46.9987,23.04,60,20,6.17,MG,1690269922
559,uacu cungo,-11.3634,15.1208,18.94,23,2,1.58,AO,1690269923
560,quellon,-43.1167,-73.6167,8.14,100,100,5.14,CL,1690269923
561,trinidad,-14.8333,-64.9,21.83,56,0,0.28,BO,1690269924
562,hastings,50.8552,0.5729,15.74,50,64,3.34,GB,1690269924
563,strezhevoy,60.7333,77.5889,24.51,58,15,0.81,RU,1690269925
564,nioki,-2.7167,17.6833,27.02,59,5,2.09,CD,1690269925
565,cestos city,5.46,-9.5828,24.99,87,100,3.15,LR,1690269926
566,robore,-18.3333,-59.75,19.44,47,0,1.6,BO,1690269927
567,licata,37.1071,13.9461,37.91,48,0,1.4,IT,1690269927
568,olyokminsk,60.3736,120.4264,29.9,34,94,1.8,RU,1690269928
569,decorah,43.3033,-91.7857,21.51,88,100,0.0,US,1690269782
570,sahab,31.8721,36.005,32.06,22,0,3.09,JO,1690269929
571,tselinnoye,53.0833,85.6667,28.25,40,82,5.77,RU,1690269930
572,sao joao da barra,-21.6403,-41.0511,20.3,90,4,3.13,BR,1690269930
573,muisne,0.6,-80.0333,24.85,88,100,4.46,EC,1690269931
574,oak hill,37.9723,-81.1487,20.17,94,92,1.78,US,1690269797
575,seryshevo,51.0933,128.3786,21.87,72,100,2.76,RU,1690269933
576,shimoda,34.6667,138.95,30.61,67,41,4.9,JP,1690269934
577,okahao,-17.885,15.0667,18.31,27,96,3.17,NA,1690269934
578,stettler,52.3168,-112.7186,19.86,56,30,4.63,CA,1690269935
579,houghton,47.1219,-88.569,13.77,86,0,0.0,US,1690269935
580,batticaloa,7.7102,81.6924,32.45,53,100,1.94,LK,1690269936
581,dondaicha,21.3333,74.5667,31.0,67,60,8.47,IN,1690269937
582,rongelap,11.1635,166.8941,28.67,78,100,7.33,MH,1690269676
583,lodja,-3.4833,23.4333,29.34,31,98,1.14,CD,1690269938
584,kharabali,47.4196,47.2568,25.05,59,65,1.32,RU,1690269938
585,newborough,52.6389,-0.2233,15.56,84,0,4.63,GB,1690269939
586,tofol,5.3248,163.0078,28.82,76,100,5.87,FM,1690269940
587,peterhead,57.5058,-1.7981,12.22,80,14,7.34,GB,1690269940
588,al bawiti,28.3492,28.8659,31.04,31,0,6.68,EG,1690269941
589,moose jaw,50.4001,-105.5344,18.14,88,100,0.51,CA,1690269941
590,jutai,-5.1833,-68.9,22.1,74,40,0.98,BR,1690269942
591,kavieng,-2.5744,150.7967,26.86,83,93,2.99,PG,1690269943
592,christchurch,-43.5333,172.6333,8.04,97,20,2.06,NZ,1690269738
